,business_id,name,city,avg_stars,review_count,attributes,categories,delivery or takeout,Covid Banner,Temporary Closed Until,Virtual Services Offered
10,M0CBCEY1UFX0JCRzKZ9ujw,Menchie's Frozen Yogurt,Toronto,3.5,10,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True'}","Food, Ice Cream & Frozen Yogurt, Desserts",TRUE,FALSE,FALSE,FALSE
11,TKKX9bllRBMzp0NYr441PQ,Mi'Hito Sushi Laboratory,Toronto,4.0,51,"{'Caters': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'WiFi': ""'free'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'DriveThru': 'False', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Food, Poke, Fast Food, Sushi Bars, Restaurants, Japanese, Asian Fusion",TRUE,FALSE,FALSE,FALSE
12,Ntolf_VZiTOpVTjAyaMNnA,LCBO Maple Leaf Square,Toronto,4.0,5,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Nightlife, Lounges, Bars, Food, Shopping, Beer, Wine & Spirits",TRUE,FALSE,FALSE,FALSE
13,37kk0IW6jL7ZlxZF6k2QBg,Edulis,Toronto,4.0,115,"{'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '4', 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'RestaurantsTakeOut': 'False', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'GoodForKids': 'False', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Restaurants, Spanish, French",FALSE,FALSE,FALSE,FALSE
14,0rMFhLzeq3Z2OaJ62MQXlw,Spiga Ristorante,Toronto,4.0,14,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True'}","Restaurants, Italian",TRUE,FALSE,FALSE,FALSE
15,rOyzxtWGekcMBc4aNinZjg,Bistro Grande,Toronto,3.0,13,"{'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '3', 'RestaurantsDelivery': 'False', 'BikeParking': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'GoodForKids': 'True', 'HasTV': 'True'}","Restaurants, Italian",TRUE,FALSE,FALSE,FALSE
16,VUADGMPLJoWqhHb1G4LIcA,Veghed,Toronto,5.0,71,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTableService': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'True', 'HasTV': 'True'}","Vegan, Restaurants, Vegetarian",TRUE,FALSE,FALSE,FALSE
17,LRRhbtaohbXGMdaJ1yZjbQ,Kinoya Sushi Bar,Toronto,4.0,38,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True'}","Restaurants, Sushi Bars",TRUE,FALSE,FALSE,FALSE
18,5JW08_RL9K60Ubo8-8lyVg,Skippa,Toronto,4.0,71,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'False', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsTakeOut': 'False', 'HasTV': 'False', 'RestaurantsPriceRange2': '4', 'GoodForKids': 'False'}","Japanese, Sushi Bars, Restaurants",FALSE,FALSE,FALSE,FALSE
19,zy_NHTqtfSrfTGGPoqy4Mw,Chopin Restaurant,Toronto,3.0,24,"{'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'NoiseLevel': ""u'loud'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Ukrainian, Polish",TRUE,FALSE,FALSE,FALSE
20,Nxg73OigmRQQq0d1pKtkUQ,Xe Lua Restaurant,Toronto,3.0,177,"{'Alcohol': ""u'beer_and_wine'"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'False', 'HasTV': 'True'}","Vietnamese, Restaurants",TRUE,FALSE,FALSE,FALSE
21,tN8UltYOJDKGlYO-T6XY2g,Gelato Simply Italian,Toronto,3.5,68,"{'WiFi': ""'no'"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True'}","Food, Ice Cream & Frozen Yogurt",TRUE,FALSE,FALSE,FALSE
22,IjYGSm4_DjP6VULpP27o_g,My Roti Place,Toronto,4.0,8,"{'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Indian, Restaurants, Fast Food",TRUE,FALSE,FALSE,FALSE
23,8XVAcOZ02IGTQE-pvKhXXw,Plentea,Toronto,4.5,87,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Caters': 'False', 'WiFi': ""u'free'"", 'BikeParking': 'True'}","Tea Rooms, Cafes, Coffee & Tea, Restaurants, Food",FALSE,FALSE,FALSE,FALSE
24,sfcmewwXftvjxRn_Xfpz-w,Anoush Shawarma,Toronto,2.0,15,"{'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Restaurants, Middle Eastern",TRUE,FALSE,FALSE,FALSE
25,K5Q2vkF5UpytV9Q1rB-5Yg,Akira Back,Toronto,4.0,124,"{'WiFi': ""'no'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '4', 'RestaurantsReservations': 'True', 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsGoodForGroups': 'True'}","Restaurants, Japanese, Korean, Asian Fusion",TRUE,FALSE,FALSE,FALSE
26,lCwUmc0IEhIMz7lyZ2nwuA,Heart Clean Eats,Toronto,4.0,7,"{'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'OutdoorSeating': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'Caters': 'True'}","Restaurants, Vegetarian, Breakfast & Brunch, Sandwiches, Salad, Coffee & Tea, Juice Bars & Smoothies, Food",TRUE,FALSE,FALSE,FALSE
27,tqumNKvNmeII_DRG6SdRuw,Best Bite Bar & Grill,Toronto,4.5,17,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'Caters': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HappyHour': 'False', 'CoatCheck': 'False', 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'Smoking': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': None}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'full_bar'""}","Pubs, American (Traditional), Turkish, Nightlife, Restaurants, Bars",TRUE,FALSE,FALSE,FALSE
28,ztzjD1Zs5tfMZTYKXkmL9Q,Chicken Monster,Toronto,4.0,17,"{'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'WiFi': ""u'no'"", 'HasTV': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'DogsAllowed': 'False'}","Korean, Restaurants",TRUE,FALSE,FALSE,FALSE
29,Z6K0GSinlbLUD-XCEbv23A,Kitchen Table Grocery Store,Toronto,3.0,10,,"Food, Grocery",FALSE,FALSE,FALSE,FALSE
30,MTneG8wJrUxIzIfnHe_P-A,Baby Point Lounge,Toronto,5.0,5,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'Caters': 'True', 'HasTV': 'False', 'HappyHour': 'False', 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'False', 'RestaurantsAttire': ""u'casual'"", 'DogsAllowed': 'False'}","Event Planning & Services, Ukrainian, Venues & Event Spaces, Restaurants, Caterers",TRUE,FALSE,FALSE,FALSE
31,aywCwIczds0RosdzqokZ8g,Pizza Cafe,Toronto,4.0,10,"{'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'very_loud'"", 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'BikeParking': 'True'}","Kosher, Pizza, Sandwiches, Restaurants",TRUE,FALSE,FALSE,FALSE
32,uNJfcua4yVuU_EBWED3Mkw,Joe's No Frills,Toronto,3.0,36,"{'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False'}","Food, Grocery",FALSE,FALSE,FALSE,FALSE
33,Lij0OcvPD4LAnmklHQpDCg,Pagoda,Toronto,2.0,5,"{'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'loud'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'GoodForKids': 'False', 'HasTV': 'True', 'Alcohol': ""u'none'""}","Food, Chinese, Restaurants",TRUE,FALSE,FALSE,FALSE
34,gc2XZigymAwwNkjihdkO5w,DeCourses Café,Toronto,4.5,18,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'WiFi': ""u'free'""}","Restaurants, Bubble Tea, Breakfast & Brunch, Food, Cafes",TRUE,FALSE,FALSE,FALSE
35,EwlA5wluJw5zzXxtA42brQ,Bar Centrale,Toronto,4.0,5,"{'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'GoodForKids': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Restaurants, Bars, Wine Bars, Nightlife, Italian",FALSE,FALSE,FALSE,FALSE
